"","uniprot","genesymbol","pathway","pathway_id"
"6215","P35568","IRS1","Adipocytokine signaling pathway","hsa04920"
"6216","Q06124","PTPN11","Adipocytokine signaling pathway","hsa04920"
"6217","P11166","SLC2A1","Adipocytokine signaling pathway","hsa04920"
"6218","P35558","PCK1","Adipocytokine signaling pathway","hsa04920"
"6219","P35575","G6PC1","Adipocytokine signaling pathway","hsa04920"
"6220","P01189","POMC","Adipocytokine signaling pathway","hsa04920"
"6221","Q9UBK2","PPARGC1A","Adipocytokine signaling pathway","hsa04920"
"6222","P33121","ACSL1","Adipocytokine signaling pathway","hsa04920"
"6223","O00253","AGRP","Adipocytokine signaling pathway","hsa04920"
"6224","P01303","NPY","Adipocytokine signaling pathway","hsa04920"
"6225","Q9NQ66","PLCB1","GnRH secretion","hsa04929"
"6226","P48995","TRPC1","GnRH secretion","hsa04929"
"6227","P48549","KCNJ3","GnRH secretion","hsa04929"
"6228","Q92952","KCNN1","GnRH secretion","hsa04929"
"6229","O43497","CACNA1G","GnRH secretion","hsa04929"
"6230","O95180","CACNA1H","GnRH secretion","hsa04929"
"6231","Q9UQM7","CAMK2A","GnRH signaling pathway","hsa04912"
"6232","Q13164","MAPK7","GnRH signaling pathway","hsa04912"
"6233","P0C869","PLA2G4B","GnRH signaling pathway","hsa04912"
"6234","Q13393","PLD1","GnRH signaling pathway","hsa04912"
"6235","Q14289","PTK2B","GnRH signaling pathway","hsa04912"
"6236","P18848","ATF4","GnRH signaling pathway","hsa04912"
"6237","Q16539","MAPK14","GnRH signaling pathway","hsa04912"
"6238","P05412","JUN","GnRH signaling pathway","hsa04912"
"6239","P19419","ELK1","GnRH signaling pathway","hsa04912"
"6240","P18146","EGR1","GnRH signaling pathway","hsa04912"
"6241","Q9UK10","ZNF225","GnRH signaling pathway","hsa04912"
"6242","Q08828","ADCY1","Ovarian steroidogenesis","hsa04913"
"6243","P0C869","PLA2G4B","Ovarian steroidogenesis","hsa04913"
"6244","P06213","INSR","Ovarian steroidogenesis","hsa04913"
"6245","P08069","IGF1R","Ovarian steroidogenesis","hsa04913"
"6246","P49675","STAR","Ovarian steroidogenesis","hsa04913"
"6247","P05093","CYP17A1","Ovarian steroidogenesis","hsa04913"
"6248","P14060","HSD3B1","Ovarian steroidogenesis","hsa04913"
"6249","P11511","CYP19A1","Ovarian steroidogenesis","hsa04913"
"6250","P37059","HSD17B2","Ovarian steroidogenesis","hsa04913"
"6251","P14061","HSD17B1","Ovarian steroidogenesis","hsa04913"
"6252","P01100","FOS","Estrogen signaling pathway","hsa04915"
"6253","Q08828","ADCY1","Estrogen signaling pathway","hsa04915"
"6254","P48549","KCNJ3","Estrogen signaling pathway","hsa04915"
"6255","Q9NQ66","PLCB1","Estrogen signaling pathway","hsa04915"
"6256","P29474","NOS3","Estrogen signaling pathway","hsa04915"
"6257","O43889","CREB3","Estrogen signaling pathway","hsa04915"
"6258","P42336","PIK3CA","Prolactin signaling pathway","hsa04917"
"6259","P24385","CCND1","Prolactin signaling pathway","hsa04917"
"6260","P07902","GALT","Prolactin signaling pathway","hsa04917"
"6261","Q9UKW6","ELF5","Prolactin signaling pathway","hsa04917"
"6262","P05814","CSN2","Prolactin signaling pathway","hsa04917"
"6263","P03372","ESR1","Prolactin signaling pathway","hsa04917"
"6264","P10914","IRF1","Prolactin signaling pathway","hsa04917"
"6265","P07101","TH","Prolactin signaling pathway","hsa04917"
"6266","P11168","SLC2A2","Prolactin signaling pathway","hsa04917"
"6267","P35557","GCK","Prolactin signaling pathway","hsa04917"
"6268","P32189","GK","Prolactin signaling pathway","hsa04917"
"6269","P30279","CCND2","Prolactin signaling pathway","hsa04917"
"6270","P01308","INS","Prolactin signaling pathway","hsa04917"
"6271","P05093","CYP17A1","Prolactin signaling pathway","hsa04917"
"6272","P0C869","PLA2G4B","Oxytocin signaling pathway","hsa04921"
"6273","P24844","MYL9","Oxytocin signaling pathway","hsa04921"
"6274","P28907","CD38","Oxytocin signaling pathway","hsa04921"
"6275","P13639","EEF2","Oxytocin signaling pathway","hsa04921"
"6276","Q9UGJ0","PRKAG2","Oxytocin signaling pathway","hsa04921"
"6277","P29474","NOS3","Oxytocin signaling pathway","hsa04921"
"6278","Q08828","ADCY1","Oxytocin signaling pathway","hsa04921"
"6279","P48549","KCNJ3","Oxytocin signaling pathway","hsa04921"
"6280","P35354","PTGS2","Oxytocin signaling pathway","hsa04921"
"6281","Q06413","MEF2C","Oxytocin signaling pathway","hsa04921"
"6282","P05412","JUN","Oxytocin signaling pathway","hsa04921"
"6283","P24385","CCND1","Oxytocin signaling pathway","hsa04921"
"6284","P01100","FOS","Oxytocin signaling pathway","hsa04921"
"6285","P19419","ELK1","Oxytocin signaling pathway","hsa04921"
"6286","P41220","RGS2","Oxytocin signaling pathway","hsa04921"
"6287","P53805","RCAN1","Oxytocin signaling pathway","hsa04921"
"6288","Q08554","DSC1","Oxytocin signaling pathway","hsa04921"
"6289","Q15293","RCN1","Oxytocin signaling pathway","hsa04921"
"6290","P38936","CDKN1A","Oxytocin signaling pathway","hsa04921"
"6291","B7U540","KCNJ18","Oxytocin signaling pathway","hsa04921"
"6292","P16066","NPR1","Oxytocin signaling pathway","hsa04921"
"6293","O95622","ADCY5","Relaxin signaling pathway","hsa04926"
"6294","O43915","VEGFD","Relaxin signaling pathway","hsa04926"
"6295","P35228","NOS2","Relaxin signaling pathway","hsa04926"
"6296","P29475","NOS1","Relaxin signaling pathway","hsa04926"
"6297","P29474","NOS3","Relaxin signaling pathway","hsa04926"
"6298","P62736","ACTA2","Relaxin signaling pathway","hsa04926"
"6299","P02452","COL1A1","Relaxin signaling pathway","hsa04926"
"6300","Q08828","ADCY1","Relaxin signaling pathway","hsa04926"
"6301","P01100","FOS","Relaxin signaling pathway","hsa04926"
"6302","P49407","ARRB1","Relaxin signaling pathway","hsa04926"
"6303","Q08828","ADCY1","Growth hormone synthesis, secretion and action","hsa04935"
"6304","Q9NQ66","PLCB1","Growth hormone synthesis, secretion and action","hsa04935"
"6305","P19174","PLCG1","Growth hormone synthesis, secretion and action","hsa04935"
"6306","Q13936","CACNA1C","Growth hormone synthesis, secretion and action","hsa04935"
"6307","P45983","MAPK8","Growth hormone synthesis, secretion and action","hsa04935"
"6308","Q16539","MAPK14","Growth hormone synthesis, secretion and action","hsa04935"
"6309","P05019","IGF1","Growth hormone synthesis, secretion and action","hsa04935"
"6310","P17275","JUNB","Growth hormone synthesis, secretion and action","hsa04935"
"6311","O15524","SOCS1","Growth hormone synthesis, secretion and action","hsa04935"
"6312","P35858","IGFALS","Growth hormone synthesis, secretion and action","hsa04935"
"6313","P17936","IGFBP3","Growth hormone synthesis, secretion and action","hsa04935"
"6314","Q08828","ADCY1","Thyroid hormone synthesis","hsa04918"
"6315","Q9NQ66","PLCB1","Thyroid hormone synthesis","hsa04918"
"6316","P01266","TG","Thyroid hormone synthesis","hsa04918"
"6317","Q9NRD8","DUOX2","Thyroid hormone synthesis","hsa04918"
"6318","P42224","STAT1","Thyroid hormone signaling pathway","hsa04919"
"6319","P04637","TP53","Thyroid hormone signaling pathway","hsa04919"
"6320","P03372","ESR1","Thyroid hormone signaling pathway","hsa04919"
"6321","P19634","SLC9A1","Thyroid hormone signaling pathway","hsa04919"
"6322","O60343","TBC1D4","Thyroid hormone signaling pathway","hsa04919"
"6323","O60825","PFKFB2","Thyroid hormone signaling pathway","hsa04919"
"6324","P35222","CTNNB1","Thyroid hormone signaling pathway","hsa04919"
"6325","Q92934","BAD","Thyroid hormone signaling pathway","hsa04919"
"6326","Q12778","FOXO1","Thyroid hormone signaling pathway","hsa04919"
"6327","P55211","CASP9","Thyroid hormone signaling pathway","hsa04919"
"6328","P42345","MTOR","Thyroid hormone signaling pathway","hsa04919"
"6329","P24385","CCND1","Thyroid hormone signaling pathway","hsa04919"
"6330","P43694","GATA4","Thyroid hormone signaling pathway","hsa04919"
"6331","P53805","RCAN1","Thyroid hormone signaling pathway","hsa04919"
"6332","Q08554","DSC1","Thyroid hormone signaling pathway","hsa04919"
"6333","Q15293","RCN1","Thyroid hormone signaling pathway","hsa04919"
"6334","P01106","MYC","Thyroid hormone signaling pathway","hsa04919"
"6335","P13533","MYH6","Thyroid hormone signaling pathway","hsa04919"
"6336","O14983","ATP2A1","Thyroid hormone signaling pathway","hsa04919"
"6337","P26678","PLN","Thyroid hormone signaling pathway","hsa04919"
"6338","P56705","WNT4","Thyroid hormone signaling pathway","hsa04919"
"6339","P46531","NOTCH1","Thyroid hormone signaling pathway","hsa04919"
"6340","P12644","BMP4","Thyroid hormone signaling pathway","hsa04919"
"6341","P11166","SLC2A1","Thyroid hormone signaling pathway","hsa04919"
"6342","P17858","PFKL","Thyroid hormone signaling pathway","hsa04919"
"6343","Q14206","RCAN2","Thyroid hormone signaling pathway","hsa04919"
"6344","Q14257","RCN2","Thyroid hormone signaling pathway","hsa04919"
"6345","P60709","ACTB","Thyroid hormone signaling pathway","hsa04919"
"6346","Q9NQ66","PLCB1","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6347","Q08828","ADCY1","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6348","Q13393","PLD1","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6349","Q9BQB4","SOST","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6350","O14788","TNFSF11","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6351","P10415","BCL2","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6352","P38936","CDKN1A","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6353","P45452","MMP13","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6354","Q9UEF7","KL","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6355","O15528","CYP27B1","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6356","Q07973","CYP24A1","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6357","Q9NQA5","TRPV5","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6358","O14745","SLC9A3R1","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6359","E9PAV3","NACA","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6360","Q13765","NACA","Parathyroid hormone synthesis, secretion and action","hsa04928"
"6361","Q08828","ADCY1","Melanogenesis","hsa04916"
"6362","P14679","TYR","Melanogenesis","hsa04916"
"6363","P17643","TYRP1","Melanogenesis","hsa04916"
"6364","P40126","DCT","Melanogenesis","hsa04916"
"6365","Q9UQM7","CAMK2A","Melanogenesis","hsa04916"
"6366","P17612","PRKACA","Melanogenesis","hsa04916"
"6367","O95622","ADCY5","Renin secretion","hsa04924"
"6368","Q9NQ66","PLCB1","Renin secretion","hsa04924"
"6369","Q08209","PPP3CA","Renin secretion","hsa04924"
"6370","O00622","CCN1","Renin secretion","hsa04924"
"6371","Q12791","KCNMA1","Renin secretion","hsa04924"
"6372","P00797","REN","Renin secretion","hsa04924"
"6373","P63252","KCNJ2","Renin secretion","hsa04924"
"6374","P16066","NPR1","Renin secretion","hsa04924"
"6375","O75787","ATP6AP2","Renin-angiotensin system","hsa04614"
"6376","P48147","PREP","Renin-angiotensin system","hsa04614"
"6377","O94806","PRKD3","Aldosterone synthesis and secretion","hsa04925"
"6378","O14649","KCNK3","Aldosterone synthesis and secretion","hsa04925"
"6379","Q8IU85","CAMK1D","Aldosterone synthesis and secretion","hsa04925"
"6380","Q08828","ADCY1","Aldosterone synthesis and secretion","hsa04925"
"6381","P19099","CYP11B2","Aldosterone synthesis and secretion","hsa04925"
"6382","P22792","CPN2","Aldosterone synthesis and secretion","hsa04925"
"6383","P49675","STAR","Aldosterone synthesis and secretion","hsa04925"
"6384","P16066","NPR1","Aldosterone synthesis and secretion","hsa04925"
"6385","Q9NQ66","PLCB1","Cortisol synthesis and secretion","hsa04927"
"6386","Q08828","ADCY1","Cortisol synthesis and secretion","hsa04927"
"6387","P49675","STAR","Cortisol synthesis and secretion","hsa04927"
"6388","Q8TCY5","MRAP","Cortisol synthesis and secretion","hsa04927"
"6389","Q7Z6J4","FGD2","Cortisol synthesis and secretion","hsa04927"
"6390","P15538","CYP11B1","Cortisol synthesis and secretion","hsa04927"
"6391","P15169","CPN1","Cortisol synthesis and secretion","hsa04927"
"6392","P05093","CYP17A1","Cortisol synthesis and secretion","hsa04927"
"6393","Q6PIU2","NCEH1","Cortisol synthesis and secretion","hsa04927"
"6394","Q9P0X4","CACNA1I","Cortisol synthesis and secretion","hsa04927"
"6395","P13533","MYH6","Cardiac muscle contraction","hsa04260"
"6396","O14983","ATP2A1","Cardiac muscle contraction","hsa04260"
"6397","P13533","MYH6","Adrenergic signaling in cardiomyocytes","hsa04261"
"6398","Q07699","SCN1B","Adrenergic signaling in cardiomyocytes","hsa04261"
"6399","Q92736","RYR2","Adrenergic signaling in cardiomyocytes","hsa04261"
"6400","P19634","SLC9A1","Adrenergic signaling in cardiomyocytes","hsa04261"
"6401","P20020","ATP2B1","Adrenergic signaling in cardiomyocytes","hsa04261"
"6402","Q9UPR5","SLC8A2","Adrenergic signaling in cardiomyocytes","hsa04261"
"6403","O43889","CREB3","Adrenergic signaling in cardiomyocytes","hsa04261"
"6404","Q9Y243","AKT3","Adrenergic signaling in cardiomyocytes","hsa04261"
"6405","Q16539","MAPK14","Adrenergic signaling in cardiomyocytes","hsa04261"
"6406","Q9NQ66","PLCB1","Adrenergic signaling in cardiomyocytes","hsa04261"
"6407","O14983","ATP2A1","Adrenergic signaling in cardiomyocytes","hsa04261"
"6408","P10415","BCL2","Adrenergic signaling in cardiomyocytes","hsa04261"
"6409","P0C869","PLA2G4B","Vascular smooth muscle contraction","hsa04270"
"6410","Q9NQ66","PLCB1","Vascular smooth muscle contraction","hsa04270"
"6411","Q08828","ADCY1","Vascular smooth muscle contraction","hsa04270"
"6412","Q14643","ITPR1","Vascular smooth muscle contraction","hsa04270"
"6413","P24844","MYL9","Vascular smooth muscle contraction","hsa04270"
"6414","Q05682","CALD1","Vascular smooth muscle contraction","hsa04270"
"6415","P16066","NPR1","Vascular smooth muscle contraction","hsa04270"
"6416","P20594","NPR2","Vascular smooth muscle contraction","hsa04270"
"6417","Q08828","ADCY1","Salivary secretion","hsa04970"
"6418","Q9NQ66","PLCB1","Salivary secretion","hsa04970"
"6419","P29475","NOS1","Salivary secretion","hsa04970"
"6420","Q10588","BST1","Salivary secretion","hsa04970"
"6421","P63027","VAMP2","Salivary secretion","hsa04970"
"6422","Q9NQ66","PLCB1","Gastric acid secretion","hsa04971"
"6423","Q9UQM7","CAMK2A","Gastric acid secretion","hsa04971"
"6424","Q86YV6","MYLK4","Gastric acid secretion","hsa04971"
"6425","Q08828","ADCY1","Gastric acid secretion","hsa04971"
"6426","P60709","ACTB","Gastric acid secretion","hsa04971"
"6427","Q9NQ66","PLCB1","Pancreatic secretion","hsa04972"
"6428","Q08828","ADCY1","Pancreatic secretion","hsa04972"
"6429","Q10588","BST1","Pancreatic secretion","hsa04972"
"6430","P19793","RXRA","Bile secretion","hsa04976"
"6431","O95342","ABCB11","Bile secretion","hsa04976"
"6432","Q92887","ABCC2","Bile secretion","hsa04976"
"6433","P21439","ABCB4","Bile secretion","hsa04976"
"6434","Q08828","ADCY1","Bile secretion","hsa04976"
"6435","P13569","CFTR","Bile secretion","hsa04976"
"6436","P22680","CYP7A1","Bile secretion","hsa04976"
"6437","Q9Y6L6","SLCO1B1","Bile secretion","hsa04976"
"6438","O00453","LST1","Bile secretion","hsa04976"
"6439","Q14973","SLC10A1","Bile secretion","hsa04976"
"6440","P22732","SLC2A5","Carbohydrate digestion and absorption","hsa04973"
"6441","Q9NQ66","PLCB1","Carbohydrate digestion and absorption","hsa04973"
"6442","P11168","SLC2A2","Carbohydrate digestion and absorption","hsa04973"
"6443","Q96PD7","DGAT2","Fat digestion and absorption","hsa04975"
"6444","P04180","LCAT","Cholesterol metabolism","hsa04979"
"6445","P11597","CETP","Cholesterol metabolism","hsa04979"
"6446","Q07954","LRP1","Cholesterol metabolism","hsa04979"
"6447","P06858","LPL","Cholesterol metabolism","hsa04979"
"6448","P01130","LDLR","Cholesterol metabolism","hsa04979"
"6449","P07954","FH","Cholesterol metabolism","hsa04979"
"6450","P49675","STAR","Cholesterol metabolism","hsa04979"
"6451","O95292","VAPB","Cholesterol metabolism","hsa04979"
"6452","Q9H0X9","OSBPL5","Cholesterol metabolism","hsa04979"
"6453","O95436","SLC34A2","Mineral absorption","hsa04978"
"6454","Q9H1D0","TRPV6","Mineral absorption","hsa04978"
"6455","P29377","S100G","Mineral absorption","hsa04978"
"6456","Q9NZU7","CABP1","Mineral absorption","hsa04978"
"6457","P20020","ATP2B1","Mineral absorption","hsa04978"
"6458","Q9UPR5","SLC8A2","Mineral absorption","hsa04978"
"6459","Q6MZM0","HEPHL1","Mineral absorption","hsa04978"
"6460","O60266","ADCY3","Vasopressin-regulated water reabsorption","hsa04962"
"6461","P52565","ARHGDIA","Vasopressin-regulated water reabsorption","hsa04962"
"6462","P41181","AQP2","Vasopressin-regulated water reabsorption","hsa04962"
"6463","Q12846","STX4","Vasopressin-regulated water reabsorption","hsa04962"
"6464","P37088","SCNN1A","Aldosterone-regulated sodium reabsorption","hsa04960"
"6465","P59646","FXYD4","Aldosterone-regulated sodium reabsorption","hsa04960"
"6466","P42336","PIK3CA","Aldosterone-regulated sodium reabsorption","hsa04960"
"6467","P48048","KCNJ1","Aldosterone-regulated sodium reabsorption","hsa04960"
"6468","Q9NQ66","PLCB1","Endocrine and other factor-regulated calcium reabsorption","hsa04961"
"6469","P05937","CALB1","Endocrine and other factor-regulated calcium reabsorption","hsa04961"
"6470","Q9UPR5","SLC8A2","Endocrine and other factor-regulated calcium reabsorption","hsa04961"
"6471","P20020","ATP2B1","Endocrine and other factor-regulated calcium reabsorption","hsa04961"
"6472","O43306","ADCY6","Endocrine and other factor-regulated calcium reabsorption","hsa04961"
"6473","P00367","GLUD1","Proximal tubule bicarbonate reclamation","hsa04964"
